sk_tempo,nm_grupo,dt_evento,nr_ano,nr_mes,nm_mes,nr_dia,nr_dia_semana,nm_dia_semana_extenso,nr_semestre,ds_semestre,ds_semestre_ano,nr_trimestre,ds_trimestre,nm_estacao_ano,ds_dia_util_feriado,ds_fim_semana,ds_data_extenso,dt_carga
20250430,INSIGHTHUNTERS,2025-04-30 00:00:00,2025,4,Abril,30,4,Quarta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Quarta-Feira , 30 de Abril de 2025",2025-05-24 23:26:21
20250501,INSIGHTHUNTERS,2025-05-01 00:00:00,2025,5,Maio,1,5,Quinta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Quinta-Feira , 1 de Maio de 2025",2025-05-24 23:26:21
20250502,INSIGHTHUNTERS,2025-05-02 00:00:00,2025,5,Maio,2,6,Sexta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Sexta-Feira , 2 de Maio de 2025",2025-05-24 23:26:21
20250503,INSIGHTHUNTERS,2025-05-03 00:00:00,2025,5,Maio,3,7,Sábado,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,FIM DE SEMANA,SIM,"Sábado , 3 de Maio de 2025",2025-05-24 23:26:21
20250504,INSIGHTHUNTERS,2025-05-04 00:00:00,2025,5,Maio,4,1,Domingo,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,FIM DE SEMANA,SIM,"Domingo , 4 de Maio de 2025",2025-05-24 23:26:21
20250505,INSIGHTHUNTERS,2025-05-05 00:00:00,2025,5,Maio,5,2,Segunda-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Segunda-Feira , 5 de Maio de 2025",2025-05-24 23:26:21
20250506,INSIGHTHUNTERS,2025-05-06 00:00:00,2025,5,Maio,6,3,Terça-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Terça-Feira , 6 de Maio de 2025",2025-05-24 23:26:21
20250507,INSIGHTHUNTERS,2025-05-07 00:00:00,2025,5,Maio,7,4,Quarta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Quarta-Feira , 7 de Maio de 2025",2025-05-24 23:26:21
20250508,INSIGHTHUNTERS,2025-05-08 00:00:00,2025,5,Maio,8,5,Quinta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Quinta-Feira , 8 de Maio de 2025",2025-05-24 23:26:21
20250509,INSIGHTHUNTERS,2025-05-09 00:00:00,2025,5,Maio,9,6,Sexta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Sexta-Feira , 9 de Maio de 2025",2025-05-24 23:26:21
20250510,INSIGHTHUNTERS,2025-05-10 00:00:00,2025,5,Maio,10,7,Sábado,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,FIM DE SEMANA,SIM,"Sábado , 10 de Maio de 2025",2025-05-24 23:26:21
20250511,INSIGHTHUNTERS,2025-05-11 00:00:00,2025,5,Maio,11,1,Domingo,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,FIM DE SEMANA,SIM,"Domingo , 11 de Maio de 2025",2025-05-24 23:26:21
20250512,INSIGHTHUNTERS,2025-05-12 00:00:00,2025,5,Maio,12,2,Segunda-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Segunda-Feira , 12 de Maio de 2025",2025-05-24 23:26:21
20250513,INSIGHTHUNTERS,2025-05-13 00:00:00,2025,5,Maio,13,3,Terça-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Terça-Feira , 13 de Maio de 2025",2025-05-24 23:26:21
20250514,INSIGHTHUNTERS,2025-05-14 00:00:00,2025,5,Maio,14,4,Quarta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Quarta-Feira , 14 de Maio de 2025",2025-05-24 23:26:21
20250515,INSIGHTHUNTERS,2025-05-15 00:00:00,2025,5,Maio,15,5,Quinta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Quinta-Feira , 15 de Maio de 2025",2025-05-24 23:26:21
20250516,INSIGHTHUNTERS,2025-05-16 00:00:00,2025,5,Maio,16,6,Sexta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Sexta-Feira , 16 de Maio de 2025",2025-05-24 23:26:21
20250517,INSIGHTHUNTERS,2025-05-17 00:00:00,2025,5,Maio,17,7,Sábado,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,FIM DE SEMANA,SIM,"Sábado , 17 de Maio de 2025",2025-05-24 23:26:21
20250518,INSIGHTHUNTERS,2025-05-18 00:00:00,2025,5,Maio,18,1,Domingo,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,FIM DE SEMANA,SIM,"Domingo , 18 de Maio de 2025",2025-05-24 23:26:21
20250519,INSIGHTHUNTERS,2025-05-19 00:00:00,2025,5,Maio,19,2,Segunda-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Segunda-Feira , 19 de Maio de 2025",2025-05-24 23:26:21
20250520,INSIGHTHUNTERS,2025-05-20 00:00:00,2025,5,Maio,20,3,Terça-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Terça-Feira , 20 de Maio de 2025",2025-05-24 23:26:21
20250521,INSIGHTHUNTERS,2025-05-21 00:00:00,2025,5,Maio,21,4,Quarta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Quarta-Feira , 21 de Maio de 2025",2025-05-24 23:26:21
20250522,INSIGHTHUNTERS,2025-05-22 00:00:00,2025,5,Maio,22,5,Quinta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Quinta-Feira , 22 de Maio de 2025",2025-05-24 23:26:21
20250523,INSIGHTHUNTERS,2025-05-23 00:00:00,2025,5,Maio,23,6,Sexta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Sexta-Feira , 23 de Maio de 2025",2025-05-24 23:26:21
20250524,INSIGHTHUNTERS,2025-05-24 00:00:00,2025,5,Maio,24,7,Sábado,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,FIM DE SEMANA,SIM,"Sábado , 24 de Maio de 2025",2025-05-24 23:26:21
20250525,INSIGHTHUNTERS,2025-05-25 00:00:00,2025,5,Maio,25,1,Domingo,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,FIM DE SEMANA,SIM,"Domingo , 25 de Maio de 2025",2025-05-24 23:26:21
20250526,INSIGHTHUNTERS,2025-05-26 00:00:00,2025,5,Maio,26,2,Segunda-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Segunda-Feira , 26 de Maio de 2025",2025-05-24 23:26:21
20250527,INSIGHTHUNTERS,2025-05-27 00:00:00,2025,5,Maio,27,3,Terça-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Terça-Feira , 27 de Maio de 2025",2025-05-24 23:26:21
20250528,INSIGHTHUNTERS,2025-05-28 00:00:00,2025,5,Maio,28,4,Quarta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Quarta-Feira , 28 de Maio de 2025",2025-05-24 23:26:21
20250529,INSIGHTHUNTERS,2025-05-29 00:00:00,2025,5,Maio,29,5,Quinta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Quinta-Feira , 29 de Maio de 2025",2025-05-24 23:26:21
20250530,INSIGHTHUNTERS,2025-05-30 00:00:00,2025,5,Maio,30,6,Sexta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,DIA ÚTIL,NÃO,"Sexta-Feira , 30 de Maio de 2025",2025-05-24 23:26:21
20250531,INSIGHTHUNTERS,2025-05-31 00:00:00,2025,5,Maio,31,7,Sábado,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Outono,FIM DE SEMANA,SIM,"Sábado , 31 de Maio de 2025",2025-05-24 23:26:21
20250601,INSIGHTHUNTERS,2025-06-01 00:00:00,2025,6,Junho,1,1,Domingo,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 1 de Junho de 2025",2025-05-24 23:26:21
20250602,INSIGHTHUNTERS,2025-06-02 00:00:00,2025,6,Junho,2,2,Segunda-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 2 de Junho de 2025",2025-05-24 23:26:21
20250603,INSIGHTHUNTERS,2025-06-03 00:00:00,2025,6,Junho,3,3,Terça-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 3 de Junho de 2025",2025-05-24 23:26:21
20250604,INSIGHTHUNTERS,2025-06-04 00:00:00,2025,6,Junho,4,4,Quarta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 4 de Junho de 2025",2025-05-24 23:26:21
20250605,INSIGHTHUNTERS,2025-06-05 00:00:00,2025,6,Junho,5,5,Quinta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 5 de Junho de 2025",2025-05-24 23:26:21
20250606,INSIGHTHUNTERS,2025-06-06 00:00:00,2025,6,Junho,6,6,Sexta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 6 de Junho de 2025",2025-05-24 23:26:21
20250607,INSIGHTHUNTERS,2025-06-07 00:00:00,2025,6,Junho,7,7,Sábado,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 7 de Junho de 2025",2025-05-24 23:26:21
20250608,INSIGHTHUNTERS,2025-06-08 00:00:00,2025,6,Junho,8,1,Domingo,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 8 de Junho de 2025",2025-05-24 23:26:21
20250609,INSIGHTHUNTERS,2025-06-09 00:00:00,2025,6,Junho,9,2,Segunda-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 9 de Junho de 2025",2025-05-24 23:26:21
20250610,INSIGHTHUNTERS,2025-06-10 00:00:00,2025,6,Junho,10,3,Terça-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 10 de Junho de 2025",2025-05-24 23:26:21
20250611,INSIGHTHUNTERS,2025-06-11 00:00:00,2025,6,Junho,11,4,Quarta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 11 de Junho de 2025",2025-05-24 23:26:21
20250612,INSIGHTHUNTERS,2025-06-12 00:00:00,2025,6,Junho,12,5,Quinta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 12 de Junho de 2025",2025-05-24 23:26:21
20250613,INSIGHTHUNTERS,2025-06-13 00:00:00,2025,6,Junho,13,6,Sexta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 13 de Junho de 2025",2025-05-24 23:26:21
20250614,INSIGHTHUNTERS,2025-06-14 00:00:00,2025,6,Junho,14,7,Sábado,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 14 de Junho de 2025",2025-05-24 23:26:21
20250615,INSIGHTHUNTERS,2025-06-15 00:00:00,2025,6,Junho,15,1,Domingo,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 15 de Junho de 2025",2025-05-24 23:26:21
20250616,INSIGHTHUNTERS,2025-06-16 00:00:00,2025,6,Junho,16,2,Segunda-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 16 de Junho de 2025",2025-05-24 23:26:21
20250617,INSIGHTHUNTERS,2025-06-17 00:00:00,2025,6,Junho,17,3,Terça-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 17 de Junho de 2025",2025-05-24 23:26:21
20250618,INSIGHTHUNTERS,2025-06-18 00:00:00,2025,6,Junho,18,4,Quarta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 18 de Junho de 2025",2025-05-24 23:26:21
20250619,INSIGHTHUNTERS,2025-06-19 00:00:00,2025,6,Junho,19,5,Quinta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 19 de Junho de 2025",2025-05-24 23:26:21
20250620,INSIGHTHUNTERS,2025-06-20 00:00:00,2025,6,Junho,20,6,Sexta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 20 de Junho de 2025",2025-05-24 23:26:21
20250621,INSIGHTHUNTERS,2025-06-21 00:00:00,2025,6,Junho,21,7,Sábado,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 21 de Junho de 2025",2025-05-24 23:26:21
20250622,INSIGHTHUNTERS,2025-06-22 00:00:00,2025,6,Junho,22,1,Domingo,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 22 de Junho de 2025",2025-05-24 23:26:21
20250623,INSIGHTHUNTERS,2025-06-23 00:00:00,2025,6,Junho,23,2,Segunda-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 23 de Junho de 2025",2025-05-24 23:26:21
20250624,INSIGHTHUNTERS,2025-06-24 00:00:00,2025,6,Junho,24,3,Terça-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 24 de Junho de 2025",2025-05-24 23:26:21
20250625,INSIGHTHUNTERS,2025-06-25 00:00:00,2025,6,Junho,25,4,Quarta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 25 de Junho de 2025",2025-05-24 23:26:21
20250626,INSIGHTHUNTERS,2025-06-26 00:00:00,2025,6,Junho,26,5,Quinta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 26 de Junho de 2025",2025-05-24 23:26:21
20250627,INSIGHTHUNTERS,2025-06-27 00:00:00,2025,6,Junho,27,6,Sexta-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 27 de Junho de 2025",2025-05-24 23:26:21
20250628,INSIGHTHUNTERS,2025-06-28 00:00:00,2025,6,Junho,28,7,Sábado,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 28 de Junho de 2025",2025-05-24 23:26:21
20250629,INSIGHTHUNTERS,2025-06-29 00:00:00,2025,6,Junho,29,1,Domingo,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 29 de Junho de 2025",2025-05-24 23:26:21
20250630,INSIGHTHUNTERS,2025-06-30 00:00:00,2025,6,Junho,30,2,Segunda-Feira,1,1º Semestre,1º Semestre/2025,2,2º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 30 de Junho de 2025",2025-05-24 23:26:21
20250701,INSIGHTHUNTERS,2025-07-01 00:00:00,2025,7,Julho,1,3,Terça-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 1 de Julho de 2025",2025-05-24 23:26:21
20250702,INSIGHTHUNTERS,2025-07-02 00:00:00,2025,7,Julho,2,4,Quarta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 2 de Julho de 2025",2025-05-24 23:26:21
20250703,INSIGHTHUNTERS,2025-07-03 00:00:00,2025,7,Julho,3,5,Quinta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 3 de Julho de 2025",2025-05-24 23:26:21
20250704,INSIGHTHUNTERS,2025-07-04 00:00:00,2025,7,Julho,4,6,Sexta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 4 de Julho de 2025",2025-05-24 23:26:21
20250705,INSIGHTHUNTERS,2025-07-05 00:00:00,2025,7,Julho,5,7,Sábado,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 5 de Julho de 2025",2025-05-24 23:26:21
20250706,INSIGHTHUNTERS,2025-07-06 00:00:00,2025,7,Julho,6,1,Domingo,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 6 de Julho de 2025",2025-05-24 23:26:21
20250707,INSIGHTHUNTERS,2025-07-07 00:00:00,2025,7,Julho,7,2,Segunda-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 7 de Julho de 2025",2025-05-24 23:26:21
20250708,INSIGHTHUNTERS,2025-07-08 00:00:00,2025,7,Julho,8,3,Terça-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 8 de Julho de 2025",2025-05-24 23:26:21
20250709,INSIGHTHUNTERS,2025-07-09 00:00:00,2025,7,Julho,9,4,Quarta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 9 de Julho de 2025",2025-05-24 23:26:21
20250710,INSIGHTHUNTERS,2025-07-10 00:00:00,2025,7,Julho,10,5,Quinta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 10 de Julho de 2025",2025-05-24 23:26:21
20250711,INSIGHTHUNTERS,2025-07-11 00:00:00,2025,7,Julho,11,6,Sexta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 11 de Julho de 2025",2025-05-24 23:26:21
20250712,INSIGHTHUNTERS,2025-07-12 00:00:00,2025,7,Julho,12,7,Sábado,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 12 de Julho de 2025",2025-05-24 23:26:21
20250713,INSIGHTHUNTERS,2025-07-13 00:00:00,2025,7,Julho,13,1,Domingo,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 13 de Julho de 2025",2025-05-24 23:26:21
20250714,INSIGHTHUNTERS,2025-07-14 00:00:00,2025,7,Julho,14,2,Segunda-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 14 de Julho de 2025",2025-05-24 23:26:21
20250715,INSIGHTHUNTERS,2025-07-15 00:00:00,2025,7,Julho,15,3,Terça-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 15 de Julho de 2025",2025-05-24 23:26:21
20250716,INSIGHTHUNTERS,2025-07-16 00:00:00,2025,7,Julho,16,4,Quarta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 16 de Julho de 2025",2025-05-24 23:26:21
20250717,INSIGHTHUNTERS,2025-07-17 00:00:00,2025,7,Julho,17,5,Quinta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 17 de Julho de 2025",2025-05-24 23:26:21
20250718,INSIGHTHUNTERS,2025-07-18 00:00:00,2025,7,Julho,18,6,Sexta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 18 de Julho de 2025",2025-05-24 23:26:21
20250719,INSIGHTHUNTERS,2025-07-19 00:00:00,2025,7,Julho,19,7,Sábado,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 19 de Julho de 2025",2025-05-24 23:26:21
20250720,INSIGHTHUNTERS,2025-07-20 00:00:00,2025,7,Julho,20,1,Domingo,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 20 de Julho de 2025",2025-05-24 23:26:21
20250721,INSIGHTHUNTERS,2025-07-21 00:00:00,2025,7,Julho,21,2,Segunda-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 21 de Julho de 2025",2025-05-24 23:26:21
20250722,INSIGHTHUNTERS,2025-07-22 00:00:00,2025,7,Julho,22,3,Terça-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 22 de Julho de 2025",2025-05-24 23:26:21
20250723,INSIGHTHUNTERS,2025-07-23 00:00:00,2025,7,Julho,23,4,Quarta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 23 de Julho de 2025",2025-05-24 23:26:21
20250724,INSIGHTHUNTERS,2025-07-24 00:00:00,2025,7,Julho,24,5,Quinta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 24 de Julho de 2025",2025-05-24 23:26:21
20250725,INSIGHTHUNTERS,2025-07-25 00:00:00,2025,7,Julho,25,6,Sexta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 25 de Julho de 2025",2025-05-24 23:26:21
20250726,INSIGHTHUNTERS,2025-07-26 00:00:00,2025,7,Julho,26,7,Sábado,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 26 de Julho de 2025",2025-05-24 23:26:21
20250727,INSIGHTHUNTERS,2025-07-27 00:00:00,2025,7,Julho,27,1,Domingo,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 27 de Julho de 2025",2025-05-24 23:26:21
20250728,INSIGHTHUNTERS,2025-07-28 00:00:00,2025,7,Julho,28,2,Segunda-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 28 de Julho de 2025",2025-05-24 23:26:21
20250729,INSIGHTHUNTERS,2025-07-29 00:00:00,2025,7,Julho,29,3,Terça-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 29 de Julho de 2025",2025-05-24 23:26:21
20250730,INSIGHTHUNTERS,2025-07-30 00:00:00,2025,7,Julho,30,4,Quarta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 30 de Julho de 2025",2025-05-24 23:26:21
20250731,INSIGHTHUNTERS,2025-07-31 00:00:00,2025,7,Julho,31,5,Quinta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 31 de Julho de 2025",2025-05-24 23:26:21
20250801,INSIGHTHUNTERS,2025-08-01 00:00:00,2025,8,Agosto,1,6,Sexta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 1 de Agosto de 2025",2025-05-24 23:26:21
20250802,INSIGHTHUNTERS,2025-08-02 00:00:00,2025,8,Agosto,2,7,Sábado,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 2 de Agosto de 2025",2025-05-24 23:26:21
20250803,INSIGHTHUNTERS,2025-08-03 00:00:00,2025,8,Agosto,3,1,Domingo,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 3 de Agosto de 2025",2025-05-24 23:26:21
20250804,INSIGHTHUNTERS,2025-08-04 00:00:00,2025,8,Agosto,4,2,Segunda-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 4 de Agosto de 2025",2025-05-24 23:26:21
20250805,INSIGHTHUNTERS,2025-08-05 00:00:00,2025,8,Agosto,5,3,Terça-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 5 de Agosto de 2025",2025-05-24 23:26:21
20250806,INSIGHTHUNTERS,2025-08-06 00:00:00,2025,8,Agosto,6,4,Quarta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 6 de Agosto de 2025",2025-05-24 23:26:21
20250807,INSIGHTHUNTERS,2025-08-07 00:00:00,2025,8,Agosto,7,5,Quinta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 7 de Agosto de 2025",2025-05-24 23:26:21
20250808,INSIGHTHUNTERS,2025-08-08 00:00:00,2025,8,Agosto,8,6,Sexta-Feira,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 8 de Agosto de 2025",2025-05-24 23:26:21
20250809,INSIGHTHUNTERS,2025-08-09 00:00:00,2025,8,Agosto,9,7,Sábado,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 9 de Agosto de 2025",2025-05-24 23:26:21
20250810,INSIGHTHUNTERS,2025-08-10 00:00:00,2025,8,Agosto,10,1,Domingo,2,2º Semestre,2º Semestre/2025,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 10 de Agosto de 2025",2025-05-24 23:26:21
